,region,council,date_issued,council_ref,location_all,location_street,location_suburb,location_area, Location_Postcode ,legal_description,val_number,consent_value,description
3349,Auckland,Auckland,11-Jun-18,ABCO10268727,455C Richardson Road Mount Roskill Auckland,455C Richardson Road,Mount Roskill,1041,,Lot 1 Dp 453946,,"$4,836.00 ",install new built-in solid fuel wood burner
3350,Auckland,Auckland,11-Jun-18,ABCO10268767,253 New Windsor Road New Windsor Auckland,253 New Windsor Road,New Windsor,600,,Lot 3 Dp 40144,,"$3,877.00 ",install new freestanding solid wood burner to replace existing
3501,Auckland,Auckland,15-Jun-18,ABCO10268780,33 Linwood Avenue Mount Albert Auckland,33 Linwood Avenue,Mount Albert,1025,Lot 210 Dp 20480,,,"$4,240.00 ",install new built-in solid wood burner
3518,Auckland,Auckland,15-Jun-18,ABCO10268780,33 Linwood Avenue Mount Albert Auckland,33 Linwood Avenue,Mount Albert,1025,,Lot 210 Dp 20480,,"$4,240.00 ",install new built-in solid wood burner
3631,Auckland,Auckland,21-Jun-18,ABCO10269013,30B Rangiatea Road Epsom Auckland,30B Rangiatea Road,Epsom,1023,"1/2 Sh Lot 37 Dp 13240, Flat 2 Dp 106791, Garage 2 Dp 106791",,,"$7,000.00 ",install new freestanding wood fire and flue
3633,Auckland,Auckland,21-Jun-18,ABCO10269318,206 Gowing Drive Meadowbank Auckland,206 Gowing Drive,Meadowbank,1072,Lot 378 Dp 56705,,,"$4,848.00 ",installation of solid wood fire.
3634,Auckland,Auckland,21-Jun-18,ABCO10269321,3/30 Lingarth Street Remuera Auckland,3/30 Lingarth Street,Remuera,1050,"Flat 3 Dp 146445, 1/4 Sh Lot 13 Dp 47799",,,"$4,359.00 ",installation of a solid wood burner
3646,Auckland,Auckland,21-Jun-18,ABCO10269013,30B Rangiatea Road Epsom Auckland,30B Rangiatea Road,Epsom,1023,,"1/2 Sh Lot 37 Dp 13240, Flat 2 Dp 106791, Garage 2 Dp 106791",,"$7,000.00 ",install new freestanding wood fire and flue
3648,Auckland,Auckland,21-Jun-18,ABCO10269318,206 Gowing Drive Meadowbank Auckland,206 Gowing Drive,Meadowbank,1072,,Lot 378 Dp 56705,,"$4,848.00 ",installation of solid wood fire.
3649,Auckland,Auckland,21-Jun-18,ABCO10269321,3/30 Lingarth Street Remuera Auckland,3/30 Lingarth Street,Remuera,1050,,"Flat 3 Dp 146445, 1/4 Sh Lot 13 Dp 47799",,"$4,359.00 ",installation of a solid wood burner
3659,Auckland,Auckland,22-Jun-18,ABCO10259546,9 Karu Street Waiheke Island Auckland,9 Karu Street,Waiheke Island,1081,Lot 28 Dp 25950,,,"$700,000.00 ","rbw - house additions include: new bedroom, utility, laundry, shower, toilet, outdoor room with wood fire. new waste water system. refurbishment of kitchen and bathroom, new decking to replace existing. new sleepout."
3677,Auckland,Auckland,22-Jun-18,ABCO10259546,9 Karu Street Waiheke Island Auckland,9 Karu Street,Waiheke Island,1081,,Lot 28 Dp 25950,,"$700,000.00 ","rbw - house additions include: new bedroom, utility, laundry, shower, toilet, outdoor room with wood fire. new waste water system. refurbishment of kitchen and bathroom, new decking to replace existing. new sleepout."
3940,Auckland,Auckland,6-Jul-18,ABCO10269176,2 Tetley Road Waiheke Island Auckland,2 Tetley Road,Waiheke Island,1081,Lot 53 DP 16354,,,"$3,500.00 ",dbc - installation of solid fuel heater.
3965,Auckland,Auckland,9-Jul-18,ABCO10266897,4 Ladies Mile Remuera Auckland,4 Ladies Mile,Remuera,1050,Lot 31 DP 4833,,,"$90,000.00 ","rbw - remove existing brick chimneys x 2, remove fire(wood burner), replace old roof(schedule 1 like replacement) add solar tubes, extend house by 9.8m2 and add new timber joinery."
4006,Auckland,Auckland,11-Jul-18,ABCO10268289,3 Melanesia Road Kohimarama Auckland,3 Melanesia Road,Kohimarama,1071,Lot 2 DP 200659,,,"$2,300.00 ",installation of a solid wood fireplace.
4016,Auckland,Auckland,12-Jul-18,ABCO10269014,251 Kohimarama Road Kohimarama Auckland,251 Kohimarama Road,Kohimarama,1071,Lot 1 DP 318859,,,"$5,000.00 ",install new freestanding wood fire and flue
4041,Auckland,Auckland,13-Jul-18,ABCO10269973,6 Grey Street Onehunga Auckland,6 Grey Street,Onehunga,1061,Pt Lot B DP 2010,,,"$4,000.00 ",install freestanding woodfire and flue
4096,Auckland,Auckland,18-Jul-18,ABCO10269945,1 Riki Road Point England Auckland,1 Riki Road,Point England,1072,Lot 219 DP 19406,,,"$3,805.00 ",install new insert wood fire into existing chimney
4118,Auckland,Auckland,19-Jul-18,ABCO10269970,81C Vermont Street Ponsonby Auckland,81C Vermont Street,Ponsonby,1011,Unit C UP 124569,,,"$5,300.00 ",installation of solid fuel heater.
4120,Auckland,Auckland,19-Jul-18,ABCO10270445,69 Lloyd Avenue Mount Albert Auckland,69 Lloyd Avenue,Mount Albert,1025,Lot 24 DP 15135,,,"$4,993.00 ",install new freestanding solid wood burner
4122,Auckland,Auckland,19-Jul-18,ABCO10269666,529A Riddell Road Glendowie Auckland,529A Riddell Road,Glendowie,1071,Lot 1 DP 52714,,,"$2,239.00 ",installation of solid fuel heater.
4160,Auckland,Auckland,20-Jul-18,ABCO10270842,8 Fenchurch Street Glen Innes Auckland,8 Fenchurch Street,Glen Innes,1072,Lot 372 DP 40023,,,"$5,000.00 ",install new freestanding wood fire and flue
4161,Auckland,Auckland,20-Jul-18,ABCO10270908,26 Frank Street Waiheke Island Auckland,26 Frank Street,Waiheke Island,1081,Lot 768 DP 16962,,,"$5,000.00 ",install new freestanding wood fire and flue kit through roof and flashing
4163,Auckland,Auckland,20-Jul-18,ABCO10270840,233 St Heliers Bay Road St Heliers Auckland,233 St Heliers Bay Road,St Heliers,1071,Lot 2 DP 52417,,,"$5,000.00 ",install new insert wood fire and flue
4165,Auckland,Auckland,20-Jul-18,ABCO10270734,28 Geneva Place Blockhouse Bay Auckland,28 Geneva Place,Blockhouse Bay,600,Lot 33 DP 44574,,,"$4,550.00 ",install new freestanding solid wood burner to replace existing
4166,Auckland,Auckland,20-Jul-18,ABCO10270988,42 Wendover Road Glendowie Auckland,42 Wendover Road,Glendowie,1071,Lot 488 DP 53237,,,"$4,500.00 ",install new freestanding wood fire and flue
4167,Auckland,Auckland,20-Jul-18,ABCO10270735,8 McLean Street Mount Albert Auckland,8 McLean Street,Mount Albert,1025,Lot 8 DP 22201,,,"$4,190.00 ",install new insert solid wood burner
4179,Auckland,Auckland,21-Jul-18,ABCO10269852,68 O'Brien Road Waiheke Island Auckland,68 O'Brien Road,Waiheke Island,1081,Lot 113 DP 19224,,,"$3,500.00 ",dbc - installation of a wood burner
4180,Auckland,Auckland,21-Jul-18,ABCO10270397,19A Aberfoyle Street Epsom Auckland,19A Aberfoyle Street,Epsom,1023,"Garage 1 DP 132171, 1/2 SH Lot 1 DP 132171, Flat 1 DP 132171",,,"$3,000.00 ",installation of solid fuel wood burner.
4192,Auckland,Auckland,22-Jul-18,ABCO10270876,12 Bellamy Place Blockhouse Bay Auckland,12 Bellamy Place,Blockhouse Bay,600,Lot 43 DP 55075,,,"$5,000.00 ",installation of a free-standing monte euro wood burner yunca fireplace in residential home.
4208,Auckland,Auckland,23-Jul-18,ABCO10269261,15A Alexis Avenue Mount Albert Auckland,15A Alexis Avenue,Mount Albert,1025,Lot 1 DP 501764,,,"$300,000.00 ","rbw - refurbish bathroom, laundry, hot water cylinders, en-suite, upper deck, kitchen, dining layout, new deck with wood fireplace and pool, pool patio. no increase to floor area dwelling."
4267,Auckland,Auckland,24-Jul-18,ABCO10270583,31 Goodwin Avenue Waiheke Island Auckland,31 Goodwin Avenue,Waiheke Island,1081,Lot 2 DP 55107,,,"$3,600.00 ",install new freestanding wood burner to replace existing
4270,Auckland,Auckland,24-Jul-18,ABCO10271045,29A Harbutt Avenue Mount Albert Auckland,29A Harbutt Avenue,Mount Albert,1025,AREA 1 DP 503868,,,"$2,000.00 ",dbc - sfh - installation of solid fuel heater. note - the brick chimney shown in the exterior photos has been removed due to damage.
4271,Auckland,Auckland,24-Jul-18,ABCO10260095-A,49A Rautara Street Orakei Auckland,49A Rautara Street,Orakei,1071,Lot 1 DP 184921,,,"$2,000.00 ","rbw - reclad - amendment - proposed solid fuel heater, alteration to bracing, joinery, foundation, floor, and roof. hwc removed, and gas caliphont noted."
4272,Auckland,Auckland,24-Jul-18,ABCO10270922,80 Gowing Drive Meadowbank Auckland,80 Gowing Drive,Meadowbank,1072,Lot 37 DP 57296,,,"$1,800.00 ",installation of a solid fuel heater.
4373,Auckland,Auckland,6-Aug-18,ABCO10265077,31A Miro Road Waiheke Island Auckland,31A Miro Road,Waiheke Island,"Auckland, 1081",ALLot 109 Parish WAIHEKE,,,"$30,000.00 ",rbw - remove section of deck. replace joinery. construct addition to dwelling. install wood burner fire.
4425,Auckland,Auckland,8-Aug-18,ABCO10272229,418 Panama Road Mount Wellington Auckland,418 Panama Road,Mount Wellington,"Auckland, 1062",Lot 16 DP 44599,,,"$3,800.00 ",install new insert wood fire and flue
4445,Auckland,Auckland,9-Aug-18,ABCO10270069,36 Hill Road Waiheke Island Auckland,36 Hill Road,Waiheke Island,"Auckland, 1081",Lot 2 DP 79856,,,"$120,000.00 ","rbw - internal alterations to create 2 new bedrooms, reinstate wood burner and external additions of deck and sunroof, new cladding to two walls and new waste water"
4453,Auckland,Auckland,9-Aug-18,ABCO10272585,10 Florida Place Glendowie Auckland,10 Florida Place,Glendowie,"Auckland, 1071","1/2 SH Lot 133 DP 44334, Flat 1 DP 109626",,,"$5,000.00 ",install free standing woodfire and flute.
4454,Auckland,Auckland,9-Aug-18,ABCO10272316,14 Alberton Avenue Mount Albert Auckland,14 Alberton Avenue,Mount Albert,"Auckland, 1025",Lot 10 DP 11225,,,"$4,790.00 ",install new built-in solid wood burner to replace existing
4455,Auckland,Auckland,9-Aug-18,ABCO10271976,101 Luke Street East Otahuhu Auckland,101 Luke Street East,Otahuhu,"Auckland, 1062",Lot 2 DP 46434,,,"$4,000.00 ",install new insert wood fire and flue
4457,Auckland,Auckland,9-Aug-18,ABCO10272290,81 Kings Road Panmure Auckland,81 Kings Road,Panmure,"Auckland, 1072",Lot 1 DP 341312,,,"$3,000.00 ",install new freestanding wood fire and flue
4458,Auckland,Auckland,9-Aug-18,ABCO10272207,149 Sandhills Road Great Barrier Island Auckland,149 Sandhills Road,Great Barrier Island,"Auckland, 0991",Lot 4 DP 63224,,,"$2,500.00 ",install a wagner sparky solid fuel heater
4489,Auckland,Auckland,10-Aug-18,ABCO10272307,25 Westmere Park Avenue Westmere Auckland,25 Westmere Park Avenue,Westmere,"Auckland, 1022",Lot 46 DP 20641,,,"$4,992.00 ",installation of solid wood burner.
4490,Auckland,Auckland,10-Aug-18,ABCO10272308,15 Frederick Street Hillsborough Auckland,15 Frederick Street,Hillsborough,"Auckland, 1042",Lot 11 DP 11417,,,"$4,987.00 ",install new solid wood burner
4491,Auckland,Auckland,10-Aug-18,ABCO10272332,15 Mahoe Avenue Remuera Auckland,15 Mahoe Avenue,Remuera,"Auckland, 1050",Lot 8 DP 719,,,"$4,987.00 ",install new freestanding solid wood burner
4516,Auckland,Auckland,13-Aug-18,ABCO10272315,27A Alford Street Waterview Auckland,27A Alford Street,Waterview,"Auckland, 1026","Flat 1 DP 165316, 1/2 SH Lot 1 DP 30383",,,"$4,258.00 ",install new insert solid wood burner
4517,Auckland,Auckland,13-Aug-18,ABCO10272521,103 Celtic Crescent Ellerslie Auckland,103 Celtic Crescent,Ellerslie,"Auckland, 1051",Lot 17 DP 56995,,,"$3,500.00 ",install new freestanding wood fire and flue.
4604,Auckland,Auckland,16-Aug-18,ABCO10271984,15 Alison Road Waiheke Island Auckland,15 Alison Road,Waiheke Island,"Auckland, 1081",Lot 259 DP 16355,,,"$3,500.00 ",free standing solid fuel heater
4622,Auckland,Auckland,17-Aug-18,ABCO10273062,448 Point Chevalier Road Point Chevalier Auckland,448 Point Chevalier Road,Point Chevalier,"Auckland, 1022","AU 7 UP 97370, AU 8 UP 97370, Unit D UP 97370",,,"$4,372.00 ",install new freestanding solid wood burner
4632,Auckland,Auckland,20-Aug-18,ABCO10264709,37 Dell Avenue Remuera Auckland,37 Dell Avenue,Remuera,"Auckland, 1050",Lot 34 Dp 19226,,,"$600,000.00 ","rbw - addition and alteration to triple storey dwelling to include internal double garage, games room, four bedrooms, office, relocation of kitchen, new solid fuel heater, four bathrooms and ensuites with new deck"
4647,Auckland,Auckland,20-Aug-18,ABCO10273083,16 Captains Retreat Waikowhai Auckland,16 Captains Retreat,Waikowhai,"Auckland, 1042","Lot 3 Dp 176259, 1/10 Sh Lot 14 Dp 141659, 1/18 Sh Lot 8 Dp 99667",,,"$4,993.00 ",install new freestanding solid wood burner to replace existing
4648,Auckland,Auckland,20-Aug-18,ABCO10273019,21 Harlston Road Mount Albert Auckland,21 Harlston Road,Mount Albert,"Auckland, 1025","Flat 1 Dp 144526, 1/2 Sh Lot 1 Dp 144526, Garage 1 Dp 144526",,,"$4,910.00 ",install new insert solid wood burner
4649,Auckland,Auckland,20-Aug-18,ABCO10273086,8 Askew Avenue Rakino Island Auckland,8 Askew Avenue,Rakino Island,"Auckland, 1010",Lot 53 Dp 55941,,,"$4,890.00 ",install new freestanding solid wood burner
4651,Auckland,Auckland,20-Aug-18,ABCO10273069,1/9 Baldwin Avenue Mount Albert Auckland,1/9 Baldwin Avenue,Mount Albert,"Auckland, 1025","1/2 Sh Lot 10 Dp 17487, Flat 1 Dp 178245",,,"$4,716.00 ",install new insert solid wood burner to replace existing
4652,Auckland,Auckland,20-Aug-18,ABCO10272927,16A Rarangi Road St Heliers Auckland,16A Rarangi Road,St Heliers,"Auckland, 1071",Lot 2 Dp 46467,,,"$4,500.00 ",install new insert wood fire and flue
4664,Auckland,Auckland,21-Aug-18,ABCO10268687,9 Prime Road Grey Lynn Auckland,9 Prime Road,Grey Lynn,"Auckland, 1021",Lot 14 Sec 38 Blk 41 Dp 329,,,"$90,000.00 ",dbc - rbw - additions and alterations to an existing house that includes an extension of the house at the rear of the property. addition of a new pool and pool fencing. new solid fuel heater.
4724,Auckland,Auckland,23-Aug-18,ABCO10273413,79 Fowlds Avenue Sandringham Auckland,79 Fowlds Avenue,Sandringham,"Auckland, 1025",Flat 1 Dp 106939,,,"$3,800.00 ",install new freestanding wood fire and flue
4793,Auckland,Auckland,28-Aug-18,ABCO10253904,89 Seaview Road Remuera Auckland,89 Seaview Road,Remuera,"Auckland, 1050",,,,"$4,000,000.00 ","rbw -  new double storey, four bedroom dwelling with detached garage, tennis court, in-ground swimming pool and outdoor wood fire"
4804,Auckland,Auckland,28-Aug-18,ABCO10257884,40 Walter Frank Drive Waiheke Island Auckland,40 Walter Frank Drive,Waiheke Island,"Auckland, 1081",,,,"$200,000.00 ",rbw -  single storey one bedroom detached dwelling (bush hut) with freestanding woodburner. new on-site wastewater disposal system.
5268,Auckland,Auckland,26-Sep-18,ABCO10275439,19 Taunton Terrace Blockhouse Bay Auckland,19 Taunton Terrace,Blockhouse Bay,"Auckland, 0600",Lot 1 DP 464777,,,"$3,839.00 ",install new freestanding solid wood burner.
5278,Auckland,Auckland,27-Sep-18,ABCO10271911,442B Sea View Road Waiheke Island Auckland,442B Sea View Road,Waiheke Island,"Auckland, 1081",Lot 2 DP 477701,,,"$50,000.00 ","rbw - internal alteration to double storey dwelling to include structural trusses, windows replaced, bay window reconstructed, dormer roof removed, en-suite shower replaced, wood burner replaced, new balcony and balustrade."
5303,Auckland,Auckland,28-Sep-18,ABCO10272110,64B Ocean Road Waiheke Island Auckland,64B Ocean Road,Waiheke Island,"Auckland, 1081",Lot 1 DP 145152,,,"$4,500.00 ",solid fuel heater. free standing heartland wood fire and flue
5315,Auckland,Auckland,1-Oct-18,ABCO10275475,51  Tawa  Road Onehunga Auckland,51  Tawa  Road,Onehunga,Auckland,1061,Flat 1 DP 157292,,4989,install new freestanding solid wood burner to replace existing
5316,Auckland,Auckland,1-Oct-18,ABCO10275534,62  Coromandel  Road Waiheke Island Auckland,62  Coromandel  Road,Waiheke Island,Auckland,1081,Lot 1076 DP 16962,,4000,install new freestanding wood fire and flue to replace existing
5403,Auckland,Auckland,5-Oct-18,ABCO10275269,11  Cleary  Road Panmure Auckland,11  Cleary  Road,Panmure,Auckland,1060,Lot 1 DP 416521,,4099,sfh - installation of a solid fuel heater to manufacturers specifications
5427,Auckland,Auckland,15-Oct-18,ABCO10276327,22 Sprott Road Kohimarama Auckland,22 Sprott Road,Kohimarama,Auckland,1071,Flat 1 DP 125010,,3000,install new freestanding wood fire and flue
5553,Auckland,Auckland,23-Oct-18,ABCO10275983,2B Foch Avenue Three Kings Auckland,2B Foch Avenue,Three Kings,Auckland,1041,"Garage 2 DP 95276, 1/4 Sh Sec 2 So 443855, Flat 2 DP 95276",,4200,sfh - remove current kent woodfire and supply and install new kent rate insert woodfire along with new flue through to exterior and cap off with new stainless cowl set
5576,Auckland,Auckland,24-Oct-18,ABCO10276027,1/40 Thatcher Street Mission Bay Auckland,1/40 Thatcher Street,Mission Bay,Auckland,1071,"1/2 Sh Lot 65 DP 52923, Flat 1 DP 112304",,4500,install insert woodfire and flue into chimney
5592,Auckland,Auckland,25-Oct-18,ABCO10260378-B,61C Church Bay Road Waiheke Island Auckland,61C Church Bay Road,Waiheke Island,Auckland,1081,Lot 1 DP 512334,,18000,amendment - installation of a solid fuel heater appliance
5618,Auckland,Auckland,26-Oct-18,ABCO10276072,58A Rawhitiroa Road Kohimarama Auckland,58A Rawhitiroa Road,Kohimarama,Auckland,1071,Lot 2 DP 102843,,4600,sfh - installation of a solid fuel heater to manufacturers specifications - yunca xander insert
5621,Auckland,Auckland,26-Oct-18,ABCO10275769,4 Garden Road Great Barrier Island Auckland,4 Garden Road,Great Barrier Island,Auckland,991,Lot 27 DP 64510,,2000,install solid fuel heater
5758,Auckland,Auckland,5-Nov-18,ABCO10251601-A,52 Staveley Avenue Hillsborough Auckland,52 Staveley Avenue,Hillsborough,Auckland,1041,Lot 70 DP 17584,,10000,amendment - gas fireplace substituted with a new stovax studio 2 clean air wood burner fireplace
5759,Auckland,Auckland,5-Nov-18,ABCO10277207,16 Donegal Street Avondale Auckland,16 Donegal Street,Avondale,Auckland,600,Lot 49 DP 20214,,4300,install new freestanding solid wood burner
5760,Auckland,Auckland,5-Nov-18,ABCO10277222,23 Himikera Avenue Avondale Auckland,23 Himikera Avenue,Avondale,Auckland,1026,Lot 2 DP 97642,,4073,install new freestanding solid wood burner to replace existing
5761,Auckland,Auckland,5-Nov-18,ABCO10277150,35C Dell Avenue Remuera Auckland,35C Dell Avenue,Remuera,Auckland,1050,"1/3 SH Lot 33 DP 19226, Flat 3 DP 123221",,3999,install new insert solid fuel wood burner
5762,Auckland,Auckland,5-Nov-18,ABCO10277230,674 Sandringham Road Sandringham Auckland,674 Sandringham Road,Sandringham,Auckland,1025,Lot 98 DP 9703,,3998,install new built-in solid wood burner
5809,Auckland,Auckland,7-Nov-18,ABCO10277670,8 Viking Avenue Hillsborough Auckland,8 Viking Avenue,Hillsborough,Auckland,1042,Lot 11 DP 48971,,4064,sfh - installation of a solid fuel heater to manufacturers specifications
5816,Auckland,Auckland,8-Nov-18,ABCO10274932,83 Premier Avenue Point Chevalier Auckland,83 Premier Avenue,Point Chevalier,Auckland,1022,Lot 64 DP 50065,,1200000,"rbw - existing house and garage to be removed. new double storey with internal double car garage, conversation pit, 4 bedrooms, 1 study, 2 bath/ensuites, 1 solid fuel heater, and skylights."
5834,Auckland,Auckland,8-Nov-18,ABCO10277226,24 Tiri Road Waiheke Island Auckland,24 Tiri Road,Waiheke Island,Auckland,1081,Lot 81 DP 25286,,4968,install new freestanding solid wood burner
5909,Auckland,Auckland,13-Nov-18,ABCO10272451,36 Rutherford Terrace Meadowbank Auckland,36 Rutherford Terrace,Meadowbank,Auckland,  ,Lot 181 Dp 20243,,350000,"rbw - pool, pool deck and fencing, new kitchen, upgrade existing bathroom, lounge and dining extensions. new solid fuel heater."
