WKT,id,rna_id,rcl_id,address,house_number,range_low,range_high,road_name,locality,territorial_authority,road_name_utf8,address_utf8,locality_utf8,shape_X,shape_Y
POINT (170.939224 -44.79),947732,3046692,54711,"33 Mt Harris Road, Waihao Downs",33,33,,Mt Harris Road,Waihao Downs,Waimate District,Mt Harris Road,"33 Mt Harris Road, Waihao Downs",Waihao Downs,170.939224,-44.79
POINT (170.9710030333 -44.8569816167),947845,3057259,33095,"1004 Pikes Point Road, Ikawai",1004,1004,,Pikes Point Road,Ikawai,Waimate District,Pikes Point Road,"1004 Pikes Point Road, Ikawai",Ikawai,170.971003033,-44.856981616700004
POINT (171.152506 -44.85645),948001,1782290,39601,"600 McLeays Road, Morven",600,600,,McLeays Road,Morven,Waimate District,McLeays Road,"600 McLeays Road, Morven",Morven,171.15250600000002,-44.85645
POINT (171.0015414667 -44.6677411833),949286,3062453,49845,"163 Upper Hook Road, Hunter",163,163,,Upper Hook Road,Hunter,Waimate District,Upper Hook Road,"163 Upper Hook Road, Hunter",Hunter,171.001541467,-44.6677411833
POINT (171.054973 -44.658933),949312,1783570,30345,"46 Wilkin Road, Makikihi",46,46,,Wilkin Road,Makikihi,Waimate District,Wilkin Road,"46 Wilkin Road, Makikihi",Makikihi,171.054973,-44.658933000000005
POINT (171.112137 -44.530972),949479,1782180,43604,"26 Esk Valley Road, Otaio",26,26,,Esk Valley Road,Otaio,Waimate District,Esk Valley Road,"26 Esk Valley Road, Otaio",Otaio,171.11213700000002,-44.530972
POINT (171.059799 -44.462369),949636,1787217,320763,"248 Ward Road, Southburn",248,248,,Ward Road,Southburn,Waimate District,Ward Road,"248 Ward Road, Southburn",Southburn,171.059799,-44.462369
POINT (171.055377 -44.446315),949647,1782199,39459,"245 Gordons Valley Road, Maungati",245,245,,Gordons Valley Road,Maungati,Waimate District,Gordons Valley Road,"245 Gordons Valley Road, Maungati",Maungati,171.055377,-44.446315000000006
POINT (171.140168 -44.769358),950297,1782188,52177,"192 Fletchers Road, Waimate",192,192,,Fletchers Road,Waimate,Waimate District,Fletchers Road,"192 Fletchers Road, Waimate",Waimate,171.140168,-44.769358000000004
POINT (170.675688 -44.655118),951038,1782243,321013,"161 Hurstlea Road, Hakataramea Valley",161,161,,Hurstlea Road,Hakataramea Valley,Waimate District,Hurstlea Road,"161 Hurstlea Road, Hakataramea Valley",Hakataramea Valley,170.67568799999998,-44.655118
POINT (171.0564986333 -44.7388688167),1660121,1782163,317858,"8 Dobson Street, Waimate",8,8,,Dobson Street,Waimate,Waimate District,Dobson Street,"8 Dobson Street, Waimate",Waimate,171.056498633,-44.7388688167
POINT (170.87547355 -44.8525147),1665987,1783497,47637,"53 Redcliff Back Road, Ikawai",53,53,,Redcliff Back Road,Ikawai,Waimate District,Redcliff Back Road,"53 Redcliff Back Road, Ikawai",Ikawai,170.87547355,-44.85251470000001
POINT (170.4875429 -44.7237398),120442,1782328,320986,"46 Old Slip Road, Hakataramea, Kurow",46,46,,Old Slip Road,Hakataramea,Waimate District,Old Slip Road,"46 Old Slip Road, Hakataramea, Kurow",Hakataramea,170.4875429,-44.7237398
POINT (171.0442051 -44.7335447833),121557,1783512,50890,"66 Shearman Street, Waimate",66,66,,Shearman Street,Waimate,Waimate District,Shearman Street,"66 Shearman Street, Waimate",Waimate,171.0442051,-44.7335447833
POINT (171.04014155 -44.7334347167),121578,1782195,47205,"6 George Street, Waimate",6,6,,George Street,Waimate,Waimate District,George Street,"6 George Street, Waimate",Waimate,171.04014155,-44.7334347167
POINT (171.0510412333 -44.7322339667),121995,1786788,37689,"13 Rugby Street, Waimate",13,13,,Rugby Street,Waimate,Waimate District,Rugby Street,"13 Rugby Street, Waimate",Waimate,171.051041233,-44.7322339667
POINT (171.049756 -44.7289327167),122222,1782120,44464,"4 Augustine Street, Waimate",4,4,,Augustine Street,Waimate,Waimate District,Augustine Street,"4 Augustine Street, Waimate",Waimate,171.049756,-44.7289327167
POINT (171.14115755 -44.63154335),123490,3052729,56100,"26 Waimate Highway, Makikihi",26,26,,Waimate Highway,Makikihi,Waimate District,Waimate Highway,"26 Waimate Highway, Makikihi",Makikihi,171.14115755,-44.63154335
POINT (171.0477722833 -44.7306337),1433660,1782261,48777,"25A Leonard Street, Waimate",25A,25,,Leonard Street,Waimate,Waimate District,Leonard Street,"25A Leonard Street, Waimate",Waimate,171.047772283,-44.730633700000006
POINT (171.04248615 -44.7312500333),1694682,1782280,34508,"20A Manse Street, Waimate",20A,20,,Manse Street,Waimate,Waimate District,Manse Street,"20A Manse Street, Waimate",Waimate,171.04248615,-44.7312500333
POINT (171.10177285 -44.9209613333),1934559,3052729,321303,"9/4963 Waimate Highway, Glenavy",9/4963,4963,,Waimate Highway,Glenavy,Waimate District,Waimate Highway,"9/4963 Waimate Highway, Glenavy",Glenavy,171.10177285,-44.9209613333
POINT (170.678418 -44.462492),947595,1838798,55759,"508 Moorland Settlement Road, Hakataramea Valley",508,508,,Moorland Settlement Road,Hakataramea Valley,Waimate District,Moorland Settlement Road,"508 Moorland Settlement Road, Hakataramea Valley",Hakataramea Valley,170.678418,-44.462492
POINT (170.785918 -44.718329),947780,1786793,36431,"56 Tavendales Road, Elephant Hill",56,56,,Tavendales Road,Elephant Hill,Waimate District,Tavendales Road,"56 Tavendales Road, Elephant Hill",Elephant Hill,170.78591799999998,-44.718329
POINT (171.14854 -44.768604),948052,1782188,52177,"258 Fletchers Road, Waimate",258,258,,Fletchers Road,Waimate,Waimate District,Fletchers Road,"258 Fletchers Road, Waimate",Waimate,171.14854,-44.768603999999996
POINT (171.132886 -44.752158),948060,1782217,50489,"179 Hannaton Road, Waimate",179,179,,Hannaton Road,Waimate,Waimate District,Hannaton Road,"179 Hannaton Road, Waimate",Waimate,171.132886,-44.752158
POINT (171.124995 -44.781746),948104,1783558,320660,"7 Bradshaws Road, Waimate",7,7,,Bradshaws Road,Waimate,Waimate District,Bradshaws Road,"7 Bradshaws Road, Waimate",Waimate,171.12499499999998,-44.781746000000005
POINT (171.02621405 -44.7362876667),948215,1818368,281918,"15 Te Huruhuru Road, Waimate",15,15,,Te Huruhuru Road,Waimate,Waimate District,Te Huruhuru Road,"15 Te Huruhuru Road, Waimate",Waimate,171.02621405,-44.7362876667
POINT (171.0188029333 -44.7334220333),948228,1782194,38669,"91 Garlands Road, Waimate",91,91,,Garlands Road,Waimate,Waimate District,Garlands Road,"91 Garlands Road, Waimate",Waimate,171.018802933,-44.7334220333
POINT (171.038874 -44.718732),948322,1782134,43140,"170 Parsonage Road, Waimate",170,170,,Parsonage Road,Waimate,Waimate District,Parsonage Road,"170 Parsonage Road, Waimate",Waimate,171.038874,-44.718732
POINT (171.048235 -44.571473),949429,1783535,38925,"366 Tavistock Road, Otaio",366,366,,Tavistock Road,Otaio,Waimate District,Tavistock Road,"366 Tavistock Road, Otaio",Otaio,171.048235,-44.571473
POINT (171.12043585 -44.4633019333),949597,3065883,41591,"746 Pareora River Road, Southburn",746,746,,Pareora River Road,Southburn,Waimate District,Pareora River Road,"746 Pareora River Road, Southburn",Southburn,171.12043585,-44.4633019333
POINT (171.0719214 -44.46240655),949634,1787217,39301,"150 Ward Road, Southburn",150,150,,Ward Road,Southburn,Waimate District,Ward Road,"150 Ward Road, Southburn",Southburn,171.0719214,-44.46240655
POINT (171.0455120333 -44.7312462833),1409015,1782246,50883,"14 Innes Street, Waimate",14,14,,Innes Street,Waimate,Waimate District,Innes Street,"14 Innes Street, Waimate",Waimate,171.045512033,-44.7312462833
POINT (171.1023341 -44.91810795),1608775,1841058,349890,"5 Stocker Lane, Glenavy",5,5,,Stocker Lane,Glenavy,Waimate District,Stocker Lane,"5 Stocker Lane, Glenavy",Glenavy,171.1023341,-44.91810795
POINT (171.0400108 -44.7401147),1436200,1783507,47890,"1B Saul Shrives Place, Waimate",1B,1,,Saul Shrives Place,Waimate,Waimate District,Saul Shrives Place,"1B Saul Shrives Place, Waimate",Waimate,171.0400108,-44.74011470000001
POINT (171.1022968 -44.920826),1934556,3052729,321303,"26/4963 Waimate Highway, Glenavy",26/4963,4963,,Waimate Highway,Glenavy,Waimate District,Waimate Highway,"26/4963 Waimate Highway, Glenavy",Glenavy,171.1022968,-44.920826
POINT (171.0309119 -44.7262484667),120989,1786803,36030,"24 Allan Street, Waimate",24,24,,Allan Street,Waimate,Waimate District,Allan Street,"24 Allan Street, Waimate",Waimate,171.0309119,-44.7262484667
POINT (171.0349026833 -44.7332368),121007,1782330,42557,"39 Opie Street, Waimate",39,39,,Opie Street,Waimate,Waimate District,Opie Street,"39 Opie Street, Waimate",Waimate,171.03490268299998,-44.73323679999999
POINT (171.0374858167 -44.7307244167),121232,1782330,36384,"16 Opie Street, Waimate",16,16,,Opie Street,Waimate,Waimate District,Opie Street,"16 Opie Street, Waimate",Waimate,171.037485817,-44.7307244167
POINT (171.0364386833 -44.72547545),121275,1782127,41297,"199 High Street, Waimate",199,199,,High Street,Waimate,Waimate District,High Street,"199 High Street, Waimate",Waimate,171.036438683,-44.72547545
POINT (171.0446470167 -44.7323616333),121335,1782246,50883,"23 Innes Street, Waimate",23,23,,Innes Street,Waimate,Waimate District,Innes Street,"23 Innes Street, Waimate",Waimate,171.04464701700002,-44.7323616333
POINT (171.0418217167 -44.7274070333),121360,1786554,33568,"27 Coronation Street, Waimate",27,27,,Coronation Street,Waimate,Waimate District,Coronation Street,"27 Coronation Street, Waimate",Waimate,171.041821717,-44.7274070333
POINT (171.0365584167 -44.7330725333),121514,1782350,30073,"56 Belt Street, Waimate",56,56,,Belt Street,Waimate,Waimate District,Belt Street,"56 Belt Street, Waimate",Waimate,171.036558417,-44.733072533299996
POINT (171.0368798833 -44.7332819),121523,1782350,30073,"59 Belt Street, Waimate",59,59,,Belt Street,Waimate,Waimate District,Belt Street,"59 Belt Street, Waimate",Waimate,171.03687988299998,-44.733281899999994
POINT (171.0430987167 -44.7347946833),121605,1783512,50890,"77 Shearman Street, Waimate",77,77,,Shearman Street,Waimate,Waimate District,Shearman Street,"77 Shearman Street, Waimate",Waimate,171.04309871700002,-44.7347946833
POINT (171.03707025 -44.7373323667),121760,1782130,36746,"22 Naylor Street, Waimate",22,22,,Naylor Street,Waimate,Waimate District,Naylor Street,"22 Naylor Street, Waimate",Waimate,171.03707025,-44.7373323667
POINT (171.0374590167 -44.7358953667),121857,3061045,43146,"7 Point Bush Road, Waimate",7,7,,Point Bush Road,Waimate,Waimate District,Point Bush Road,"7 Point Bush Road, Waimate",Waimate,171.037459017,-44.7358953667
POINT (171.05180945 -44.7329866667),122085,1786788,37689,"20 Rugby Street, Waimate",20,20,,Rugby Street,Waimate,Waimate District,Rugby Street,"20 Rugby Street, Waimate",Waimate,171.05180945,-44.7329866667
POINT (171.0530923 -44.7371914333),122506,1782311,29693,"7 Moorhouse Street, Waimate",7,7,,Moorhouse Street,Waimate,Waimate District,Moorhouse Street,"7 Moorhouse Street, Waimate",Waimate,171.05309230000003,-44.7371914333
POINT (171.1910429667 -44.5291834833),124274,3052729,56105,"32 Waimate Highway, Saint Andrews",32,32,,Waimate Highway,Saint Andrews,Waimate District,Waimate Highway,"32 Waimate Highway, Saint Andrews",Saint Andrews,171.19104296700002,-44.5291834833
POINT (170.8983533833 -44.7619913),947819,1783555,56509,"285 Waihaorunga Road, Waihaorunga",285,285,,Waihaorunga Road,Waihaorunga,Waimate District,Waihaorunga Road,"285 Waihaorunga Road, Waihaorunga",Waihaorunga,170.898353383,-44.76199129999999
POINT (171.057611 -44.764282),947919,1783548,40624,"83 Uretane Road, Waimate",83,83,,Uretane Road,Waimate,Waimate District,Uretane Road,"83 Uretane Road, Waimate",Waimate,171.057611,-44.764282
POINT (171.1411488333 -44.7181946667),948072,1782217,30035,"560 Hannaton Road, Waimate",560,560,,Hannaton Road,Waimate,Waimate District,Hannaton Road,"560 Hannaton Road, Waimate",Waimate,171.141148833,-44.7181946667
POINT (171.016396 -44.6476),949265,3053344,29852,"869 Waimate Hunter Road, Makikihi",869,869,,Waimate Hunter Road,Makikihi,Waimate District,Waimate Hunter Road,"869 Waimate Hunter Road, Makikihi",Makikihi,171.016396,-44.6476
POINT (170.97587 -44.510905),949523,3042767,41452,"1862 Blue Cliffs Road, Otaio",1862,1862,,Blue Cliffs Road,Otaio,Waimate District,Blue Cliffs Road,"1862 Blue Cliffs Road, Otaio",Otaio,170.97587,-44.510905
POINT (171.1453376 -44.5991944833),950354,1817322,281931,"23 Old Horseshoe Bend Road, Otaio",23,23,,Old Horseshoe Bend Road,Otaio,Waimate District,Old Horseshoe Bend Road,"23 Old Horseshoe Bend Road, Otaio",Otaio,171.1453376,-44.599194483299996
POINT (171.11725395 -44.9121856333),950355,1782160,52183,"110 Andrews Road, Glenavy",110,110,,Andrews Road,Glenavy,Waimate District,Andrews Road,"110 Andrews Road, Glenavy",Glenavy,171.11725395,-44.9121856333
POINT (171.191631 -44.524655),950397,3052729,56107,"362 Waimate Highway, Saint Andrews",362,362,,Waimate Highway,Saint Andrews,Waimate District,Waimate Highway,"362 Waimate Highway, Saint Andrews",Saint Andrews,171.191631,-44.524654999999996
POINT (170.662513 -44.818318),951103,3041498,54678,"4198 Hakataramea Highway, Elephant Hill",4198,4198,,Hakataramea Highway,Elephant Hill,Waimate District,Hakataramea Highway,"4198 Hakataramea Highway, Elephant Hill",Elephant Hill,170.662513,-44.818318
POINT (171.1935746333 -44.5182332),1038044,1782273,32876,"39 Lyall Road, Saint Andrews",39,39,,Lyall Road,Saint Andrews,Waimate District,Lyall Road,"39 Lyall Road, Saint Andrews",Saint Andrews,171.193574633,-44.518233200000005
POINT (171.1757729333 -44.50107915),1137170,1782273,32719,"280 Lyall Road, Saint Andrews",280,280,,Lyall Road,Saint Andrews,Waimate District,Lyall Road,"280 Lyall Road, Saint Andrews",Saint Andrews,171.175772933,-44.50107915
POINT (171.1140132833 -44.8705459667),1570529,1782192,36255,"180 Archibald Road, Morven",180,180,,Archibald Road,Morven,Waimate District,Archibald Road,"180 Archibald Road, Morven",Morven,171.114013283,-44.8705459667
POINT (171.0386718667 -44.7430757167),1571350,1840564,340036,"12 Eric Batchelor Place, Waimate",12,12,,Eric Batchelor Place,Waimate,Waimate District,Eric Batchelor Place,"12 Eric Batchelor Place, Waimate",Waimate,171.038671867,-44.7430757167
POINT (171.0347916667 -44.8083117667),1668400,3021701,43055,"384 Greenhill Road, Ikawai",384,384,,Greenhill Road,Ikawai,Waimate District,Greenhill Road,"384 Greenhill Road, Ikawai",Ikawai,171.034791667,-44.8083117667
POINT (171.0479930333 -44.7316245167),1670674,1782205,41724,"10 Grigson Street, Waimate",10,10,,Grigson Street,Waimate,Waimate District,Grigson Street,"10 Grigson Street, Waimate",Waimate,171.04799303299998,-44.7316245167
POINT (171.0398097167 -44.8890964333),1845817,3065372,40892,"659 Old Ferry Road, Glenavy",659,659,,Old Ferry Road,Glenavy,Waimate District,Old Ferry Road,"659 Old Ferry Road, Glenavy",Glenavy,171.039809717,-44.8890964333
POINT (171.0310630833 -44.7336350167),1972840,1786552,38340,"10 Hayes Street, Waimate",10,10,,Hayes Street,Waimate,Waimate District,Hayes Street,"10 Hayes Street, Waimate",Waimate,171.031063083,-44.7336350167
POINT (171.0292098833 -44.7275895),1972849,1786803,37363,"38 Allan Street, Waimate",38,38,,Allan Street,Waimate,Waimate District,Allan Street,"38 Allan Street, Waimate",Waimate,171.029209883,-44.7275895
POINT (171.0315677667 -44.7314662),121006,1782349,37911,"39 Princes Street, Waimate",39,39,,Princes Street,Waimate,Waimate District,Princes Street,"39 Princes Street, Waimate",Waimate,171.031567767,-44.7314662
POINT (171.0337073333 -44.7372603833),121109,1783517,42979,"33 Smith Street, Waimate",33,33,,Smith Street,Waimate,Waimate District,Smith Street,"33 Smith Street, Waimate",Waimate,171.033707333,-44.7372603833
POINT (171.03457085 -44.7382283167),121112,3061045,320699,"37 Point Bush Road, Waimate",37,37,,Point Bush Road,Waimate,Waimate District,Point Bush Road,"37 Point Bush Road, Waimate",Waimate,171.03457085,-44.7382283167
POINT (171.0382352667 -44.7326633333),121153,1782195,33494,"11 George Street, Waimate",11,11,,George Street,Waimate,Waimate District,George Street,"11 George Street, Waimate",Waimate,171.038235267,-44.732663333299996
POINT (171.03707095 -44.7290004667),121184,1782124,54162,"13 Edinburgh Street, Waimate",13,13,,Edinburgh Street,Waimate,Waimate District,Edinburgh Street,"13 Edinburgh Street, Waimate",Waimate,171.03707095,-44.7290004667
POINT (171.0449895667 -44.7301134167),121304,1782224,53725,"20 Herbert Street, Waimate",20,20,,Herbert Street,Waimate,Waimate District,Herbert Street,"20 Herbert Street, Waimate",Waimate,171.04498956700002,-44.7301134167
POINT (171.03551465 -44.7349748667),121401,1787271,46742,"31 Mill Road, Waimate",31,31,,Mill Road,Waimate,Waimate District,Mill Road,"31 Mill Road, Waimate",Waimate,171.03551465,-44.7349748667
POINT (171.0432684833 -44.7259520333),121471,1782284,54163,"44 Maude Street, Waimate",44,44,,Maude Street,Waimate,Waimate District,Maude Street,"44 Maude Street, Waimate",Waimate,171.043268483,-44.7259520333
POINT (171.0355137333 -44.7256816667),121486,1786573,35255,"4 King Street, Waimate",4,4,,King Street,Waimate,Waimate District,King Street,"4 King Street, Waimate",Waimate,171.035513733,-44.7256816667
POINT (171.04002655 -44.7323145),121520,1787213,40065,"58 Rhodes Street, Waimate",58,58,,Rhodes Street,Waimate,Waimate District,Rhodes Street,"58 Rhodes Street, Waimate",Waimate,171.04002655,-44.7323145
POINT (171.0509561667 -44.728479),122037,1782120,44464,"16 Augustine Street, Waimate",16,16,,Augustine Street,Waimate,Waimate District,Augustine Street,"16 Augustine Street, Waimate",Waimate,171.050956167,-44.728479
POINT (171.0471697333 -44.7298727833),122129,1782261,44273,"28 Leonard Street, Waimate",28,28,,Leonard Street,Waimate,Waimate District,Leonard Street,"28 Leonard Street, Waimate",Waimate,171.047169733,-44.729872783299996
POINT (171.0475710667 -44.73247475),122348,1782127,49095,"95 High Street, Waimate",95,95,,High Street,Waimate,Waimate District,High Street,"95 High Street, Waimate",Waimate,171.047571067,-44.73247475
POINT (171.0451458 -44.7319340167),122366,1782246,50883,"9 Innes Street, Waimate",9,9,,Innes Street,Waimate,Waimate District,Innes Street,"9 Innes Street, Waimate",Waimate,171.0451458,-44.7319340167
POINT (171.0537034833 -44.7395195333),122435,1782171,40289,"26 Edward Street, Waimate",26,26,,Edward Street,Waimate,Waimate District,Edward Street,"26 Edward Street, Waimate",Waimate,171.053703483,-44.7395195333
POINT (171.0632848667 -44.7287627667),122536,1786802,37500,"17 Cardiff Street, Waimate",17,17,,Cardiff Street,Waimate,Waimate District,Cardiff Street,"17 Cardiff Street, Waimate",Waimate,171.06328486700002,-44.7287627667
