,address,boolean
812,"30 Harrison Street, Mairehau, Christchurch",Request timed out
813,"30 Hastings Street West, Sydenham, Christchurch",Request timed out
818,"30 Watford Street, Strowan, Christchurch",Request timed out
821,"301B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
822,"303A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
823,"309 Locksley Avenue, Burwood, Christchurch",Request timed out
824,"30A Waiwetu Street, Fendalton, Christchurch",Request timed out
825,"30A Wilfrid Street, Ilam, Christchurch",Request timed out
826,"30A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
827,"31 Balmoral Lane, Redcliffs, Christchurch",Request timed out
829,"31 Brighton Mall, New Brighton, Christchurch",Request timed out
830,"31 Bronwyn Street, Mairehau, Christchurch",Request timed out
842,"32 Hampshire Street, Aranui, Christchurch",Request timed out
852,"34 Cox Street, Merivale, Christchurch",Request timed out
855,"34 Rose Street, Somerfield, Christchurch",Request timed out
856,"34 Sayers Crescent, Ilam, Christchurch",Request timed out
860,"35 Bibiana Street, Aidanfield, Christchurch",Request timed out
861,"35 Chipping Lane, Redwood, Christchurch",Request timed out
863,"35 Cowes Street, Avondale, Christchurch",Request timed out
864,"35 Cowlishaw Street, Avonside, Christchurch",Request timed out
869,"35 Mavin Road, Hoon Hay, Christchurch",Request timed out
871,"35 Warren Crescent, Hillmorton, Christchurch",Request timed out
872,"35 Watford Street, Strowan, Christchurch",Request timed out
875,"36 Coppinger Terrace, Aidanfield, Christchurch",Request timed out
881,"36 Streamside Court, Woolston, Christchurch",Request timed out
883,"36 Waratah Street, Avondale, Christchurch",Request timed out
884,"36 Wayside Avenue, Burnside, Christchurch",Request timed out
890,"37 Harbour Road, Brooklands, Christchurch",Request timed out
892,"37 MacMillan Avenue, Cashmere, Christchurch",Request timed out
893,"37 Mary McLean Place, Hillsborough, Christchurch",Request timed out
894,"37 Mauger Drive, Heathcote Valley, Christchurch",Request timed out
896,"37 Stour Drive, Burwood, Christchurch",Request timed out
903,"38 Reka Street, Parklands, Christchurch",Request timed out
904,"38 Reynolds Avenue, Bishopdale, Christchurch",Request timed out
910,"39 Bellbrook Crescent, Shirley, Christchurch",Request timed out
912,"39 Cavendish Road, Casebrook, Christchurch",Request timed out
926,"40 Elizabeth Street, Riccarton, Christchurch",Request timed out
930,"40 Marquess Avenue, Halswell, Christchurch",Request timed out
931,"401A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
932,"401B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
933,"403 Marine Parade, South New Brighton, Christchurch",Request timed out
934,"403A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
937,"41 Hamilton Avenue, Ilam, Christchurch",Request timed out
938,"41 Hawdon Street, Sydenham, Christchurch",Request timed out
939,"41 Hawthorne Street, Strowan, Christchurch",Request timed out
941,"41 Matlock Street, Woolston, Christchurch",Request timed out
943,"41 Waratah Street, Avondale, Christchurch",Request timed out
944,"41 Warrington Street, Mairehau, Christchurch",Request timed out
953,"43 Burnside Crescent, Burnside, Christchurch",Request timed out
954,"43 Butler Street, Opawa, Christchurch",Request timed out
955,"43 Cowlishaw Street, Avonside, Christchurch",Request timed out
956,"43 Maryhill Avenue, Hoon Hay, Christchurch",Request timed out
958,"43 Waiau Street, Cracroft, Christchurch",Request timed out
959,"43 Washbournes Road, Wigram, Christchurch",Request timed out
963,"45 Halwyn Drive, Hei Hei, Christchurch",Request timed out
966,"46 Berkshire Drive, Avonhead, Christchurch",Request timed out
969,"47 Mansfield Avenue, St Albans, Christchurch",Request timed out
971,"47 Walters Road, Marshland, Christchurch",Request timed out
1001,"51A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1008,"55 Malabar Crescent, Broomfield, Christchurch",Request timed out
1009,"55 Marlow Road, Aranui, Christchurch",Request timed out
1010,"55 Marshs Road, Templeton, Christchurch",Request timed out
1012,"550 Memorial Avenue, Christchurch Airport, Christchurch",Request timed out
1013,"56A Marriner Street, Sumner, Christchurch",Request timed out
1015,"57 St Heliers Crescent, Aranui, Christchurch",Request timed out
1016,"57 Sturrocks Road, Redwood, Christchurch",Request timed out
1020,"6 Charles Gallagher Place, Bexley, Christchurch",Request timed out
1022,"6 Martindales Road, Heathcote Valley, Christchurch",Request timed out
1026,"6/336 Lincoln Road, Addington, Christchurch",Request timed out
1029,"603/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1030,"60A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1032,"62B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1035,"65 Brougham Street, Addington, Christchurch",Request timed out
1038,"66 Briggs Road, Mairehau, Christchurch",Request timed out
1039,"66 Brisbane Street, Sydenham, Christchurch",Request timed out
1041,"66 Mayfield Avenue, Mairehau, Christchurch",Request timed out
1044,"67 Strathfield Avenue, Dallington, Christchurch",Request timed out
1053,"7 Dunaverty Place, Broomfield, Christchurch",Request timed out
1055,"7 Harrow Street, Phillipstown, Christchurch",Request timed out
1056,"7 Hart Street, Woolston, Christchurch",Request timed out
1060,"700/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1061,"702/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1062,"704/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1065,"71 Cotswold Avenue, Bishopdale, Christchurch",Request timed out
1066,"72 Halswell Junction Road, Halswell, Christchurch",Request timed out
1069,"73 Stanton Crescent, Hoon Hay, Christchurch",Request timed out
1073,"77 Brooker Avenue, Burwood, Christchurch",Request timed out
1081,"8/336 Lincoln Road, Addington, Christchurch",Request timed out
1083,"80 Harman Street, Addington, Christchurch",Request timed out
1085,"80 Main North Road, Papanui, Christchurch",Request timed out
1086,"80 Martin Avenue, Beckenham, Christchurch",Request timed out
1092,"9 Archer Street, Mairehau, Christchurch",Request timed out
1094,"9 Chappie Place, Hornby, Christchurch",Request timed out
1095,"9 Chateau Drive, Burnside, Christchurch",Request timed out
1098,"9 Rossall Street, Merivale, Christchurch",Request timed out
1099,"9 Rostrevor Place, Mairehau, Christchurch",Request timed out
1101,"9 Willowbrook Place, Fendalton, Christchurch",Request timed out
1102,"9/21 Michelle Road, Wigram, Christchurch",Request timed out
1103,"9/336 Lincoln Road, Addington, Christchurch",Request timed out
1113,"109BAJ Worcester Street, Christchurch Central, Christchurch",Request timed out
1115,"44 Carruthers Street, Ilam, Christchurch",Request timed out
1133,"100A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1144,"17 Delhi Place, Cashmere, Christchurch",Request timed out
1147,"26 Country Club Terrace, Northwood, Christchurch",Request timed out
1148,"34 MacGibbon Place, Spreydon, Christchurch",Request timed out
1157,"15 Cardinal Drive, Hillmorton, Christchurch",Request timed out
1160,"36 Happy Home Road, Westmorland, Christchurch",Request timed out
1163,"137 Grimseys Road, Redwood, Christchurch",Request timed out
1167,"10 Bramwell Street, Dallington, Christchurch",Request timed out
1169,"7 Cardrona Street, Avondale, Christchurch",Request timed out
1175,"2AD/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
1176,"26 Corsair Drive, Wigram, Christchurch",Request timed out
1177,"3 Westpark Drive, Burnside, Christchurch",Request timed out
1179,"17 Robinia Place, Wigram, Christchurch",Request timed out
1180,"113B Worcester Street, Christchurch Central, Christchurch",Request timed out
1181,"5 Bronco Drive, Aidanfield, Christchurch",Request timed out
1183,"3 Westburn Terrace, Burnside, Christchurch",Request timed out
1184,"20 Halswell Junction Road, Halswell, Christchurch",Request timed out
1189,"23 Maryhill Avenue, Hoon Hay, Christchurch",Request timed out
1190,"12 Harker Street, Spreydon, Christchurch",Request timed out
1199,"64 Briggs Road, Mairehau, Christchurch",Request timed out
1210,"11 St Heliers Crescent, Aranui, Christchurch",Request timed out
1212,"201B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1215,"17 Sovereign Gardens, Halswell, Christchurch",Request timed out
1221,"26 Craven Street, Sockburn, Christchurch",Request timed out
1227,"20 MacAulay Street, Addington, Christchurch",Request timed out
1236,"213/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
1237,"40B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1238,"121 Worcester Street, Christchurch Central, Christchurch",Request timed out
1240,"26 Stevens Street, Waltham, Christchurch",Request timed out
1242,"39 Mervyn Drive, Avondale, Christchurch",Request timed out
1243,"18 Warner Place, Heathcote Valley, Christchurch",Request timed out
1248,"26 Colenso Street, Sumner, Christchurch",Request timed out
1255,"206 Cumnor Terrace, Woolston, Christchurch",Request timed out
1259,"10 St Marys Court, Sydenham, Christchurch",Request timed out
1260,"60 Waipuna Road, Templeton, Christchurch",Request timed out
1265,"144 Withells Road, Avonhead, Christchurch",Request timed out
1267,"30 Harkness Place, Avonhead, Christchurch",Request timed out
1270,"5 Brodie Street, Ilam, Christchurch",Request timed out
1271,"15 Stretton Street, Bishopdale, Christchurch",Request timed out
1275,"111 Farrington Avenue, Bishopdale, Christchurch",Request timed out
1276,"40 Reynolds Avenue, Bishopdale, Christchurch",Request timed out
1277,"23 Manor Place, Bryndwr, Christchurch",Request timed out
1278,"36 Stanton Crescent, Hoon Hay, Christchurch",Request timed out
1281,"314 Lake Terrace Road, Shirley, Christchurch",Request timed out
1282,"15 Broadhaven Avenue, Parklands, Christchurch",Request timed out
1283,"15 Brodie Street, Ilam, Christchurch",Request timed out
1284,"24 Corserland Street, Burwood, Christchurch",Request timed out
1286,"62 Rose Street, Somerfield, Christchurch",Request timed out
1287,"33 Cowlishaw Street, Avonside, Christchurch",Request timed out
1288,"151 Bordesley Street, Phillipstown, Christchurch",Request timed out
1289,"59 Carnarvon Street, Linwood, Christchurch",Request timed out
1290,"69 Stour Drive, Burwood, Christchurch",Request timed out
1291,"125 Bowhill Road, New Brighton, Christchurch",Request timed out
1292,"37 Hardy Street, New Brighton, Christchurch",Request timed out
1293,"12 Bridge Street, New Brighton, Christchurch",Request timed out
1296,"11 Stonewall Place, Huntsbury, Christchurch",Request timed out
1297,"16 Hay Street, Bromley, Christchurch",Request timed out
1298,"106 Canon Street, St Albans, Christchurch",Request timed out
1301,"32 Watford Street, Strowan, Christchurch",Request timed out
1302,"55 Cox Street, Merivale, Christchurch",Request timed out
1303,"14 Roberta Drive, Somerfield, Christchurch",Request timed out
1308,"27 Beverley Street, St Albans, Christchurch",Request timed out
1311,"20 Berwick Street, St Albans, Christchurch",Request timed out
1312,"7 Glenrowan Avenue, Avondale, Christchurch",Request timed out
1315,"1AC/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
1316,"1 Heidi Place, Broomfield, Christchurch",Request timed out
1317,"18 Papaumu Green, Parklands, Christchurch",Request timed out
1318,"12 Breton Close, Northwood, Christchurch",Request timed out
1319,"109BC Worcester Street, Christchurch Central, Christchurch",Request timed out
1321,"7 Glenside Avenue, Ilam, Christchurch",Request timed out
1326,"125 Blighs Road, Strowan, Christchurch",Request timed out
1327,"15 Walnut Avenue, Strowan, Christchurch",Request timed out
1328,"37 Harker Street, Spreydon, Christchurch",Request timed out
1332,"10 Colombo Street, Cashmere, Christchurch",Request timed out
1334,"178 Kingsford Street, Burwood, Christchurch",Request timed out
1335,"18 Pamela Street, Linwood, Christchurch",Request timed out
1336,"44 Marama Crescent, Mount Pleasant, Christchurch",Request timed out
1340,"10 Country Club Terrace, Northwood, Christchurch",Request timed out
1341,"15 Brynn Lane, Bexley, Christchurch",Request timed out
1345,"39 Wales Street, Halswell, Christchurch",Request timed out
1346,"16 Hartford Street, Burnside, Christchurch",Request timed out
1347,"23 Powell Crescent, Ilam, Christchurch",Request timed out
1348,"54 Sayers Crescent, Ilam, Christchurch",Request timed out
1349,"15 Pelorus Place, Harewood, Christchurch",Request timed out
1350,"22 Wayside Avenue, Burnside, Christchurch",Request timed out
1357,"15 Waipara Street, Cracroft, Christchurch",Request timed out
1358,"56 Mansfield Avenue, St Albans, Christchurch",Request timed out
1360,"15 Dominion Avenue, Spreydon, Christchurch",Request timed out
1361,"14 Barrington Street, Somerfield, Christchurch",Request timed out
1363,"16 Hastings Street West, Sydenham, Christchurch",Request timed out
1365,"11 Strickland Street, Sydenham, Christchurch",Request timed out
1366,"14 Rossmore Terrace, Cashmere, Christchurch",Request timed out
1372,"10 Hay Street, Bromley, Christchurch",Request timed out
1376,"29B Hamilton Avenue, Ilam, Christchurch",Request timed out
1377,"56 Lyndhurst Crescent, Aranui, Christchurch",Request timed out
1379,"25 Deans Avenue, Addington, Christchurch",Request timed out
1380,"19 Conie Glen Lane, Broomfield, Christchurch",Request timed out
1381,"37 Hawdon Street, Sydenham, Christchurch",Request timed out
1384,"22 Roche Avenue, Upper Riccarton, Christchurch",Request timed out
1387,"8 Newall Avenue, Bryndwr, Christchurch",Request timed out
1389,"56 Maryhill Avenue, Hoon Hay, Christchurch",Request timed out
1390,"24 Stanbury Avenue, Somerfield, Christchurch",Request timed out
1392,"35 Studholme Street, Somerfield, Christchurch",Request timed out
1393,"24 Colombo Street, Cashmere, Christchurch",Request timed out
1394,"16 Hanmer Street, Linwood, Christchurch",Request timed out
1398,"34 Mackworth Street, Woolston, Christchurch",Request timed out
